"","gene_id","moduleColor","GS.light","p.GS.light"
"NC_007677.1_WP_193345386.1","NC_007677.1_WP_193345386.1","black",0.493915627731587,0.0518340023298001
"NC_007677.1_WP_011403306.1","NC_007677.1_WP_011403306.1","red",-0.341821013226919,0.195034393259873
"NC_007677.1_WP_112903011.1","NC_007677.1_WP_112903011.1","brown",0.317723464263023,0.230455116337047
"NC_007677.1_WP_011404121.1","NC_007677.1_WP_011404121.1","red",-0.500628082181969,0.048253288674833
"NC_007677.1_WP_013062451.1","NC_007677.1_WP_013062451.1","turquoise",-0.820714308669966,9.79645479948281e-05
"NC_007677.1_WP_011403860.1","NC_007677.1_WP_011403860.1","yellow",0.375326500873101,0.151993245778986
"NC_007677.1_WP_011404800.1","NC_007677.1_WP_011404800.1","purple",0.234996494793727,0.380976246596185
"NC_007677.1_WP_011404801.1","NC_007677.1_WP_011404801.1","blue",0.520812050099159,0.0385924948035407
"NC_007677.1_WP_011403162.1","NC_007677.1_WP_011403162.1","turquoise",-0.656399203170595,0.00574903722711936
"NC_007677.1_WP_011404080.1","NC_007677.1_WP_011404080.1","greenyellow",-0.453155920207102,0.0779400515021109
"NC_007677.1_WP_011403496.1","NC_007677.1_WP_011403496.1","turquoise",-0.673406109229826,0.00424236618095536
"NC_007677.1_WP_112903653.1","NC_007677.1_WP_112903653.1","blue",0.408071649796138,0.116625415121003
"NC_007677.1_WP_013060638.1","NC_007677.1_WP_013060638.1","yellow",-0.0992577787297136,0.714566563475044
"NC_007677.1_WP_011402816.1","NC_007677.1_WP_011402816.1","green",0.29393459556295,0.269158600687489
"NC_007677.1_WP_013061576.1","NC_007677.1_WP_013061576.1","red",-0.14224513033517,0.599227874415889
"NC_007677.1_WP_011404082.1","NC_007677.1_WP_011404082.1","blue",0.265084482995507,0.321086833659352
"NC_007677.1_WP_118826915.1","NC_007677.1_WP_118826915.1","turquoise",-0.762803938450561,0.000588869631414462
"NC_007677.1_WP_011403195.1","NC_007677.1_WP_011403195.1","grey",0.253941635415358,0.342593049638496
"NC_007677.1_WP_011404389.1","NC_007677.1_WP_011404389.1","blue",-0.145387805884282,0.591097838088192
"NC_007677.1_WP_011404244.1","NC_007677.1_WP_011404244.1","grey",0.0357806873109392,0.895337103642483
"NC_007677.1_WP_013062448.1","NC_007677.1_WP_013062448.1","pink",-0.24652491069623,0.357348980182791
"NC_007677.1_WP_011403729.1","NC_007677.1_WP_011403729.1","turquoise",-0.706586680747392,0.0022131462447924
"NC_007677.1_WP_237701873.1","NC_007677.1_WP_237701873.1","blue",0.761371609942356,0.000611671868592295
"NC_007677.1_WP_011404522.1","NC_007677.1_WP_011404522.1","green",0.235915889354593,0.379061392978722
"NC_007677.1_WP_118829377.1","NC_007677.1_WP_118829377.1","turquoise",-0.742150142844116,0.000994779002046596
"NC_007677.1_WP_011404924.1","NC_007677.1_WP_011404924.1","turquoise",-0.781282821166736,0.000352054845135818
"NC_007677.1_WP_118828880.1","NC_007677.1_WP_118828880.1","turquoise",-0.499183974015001,0.0490075998265694
"NC_007677.1_WP_011403267.1","NC_007677.1_WP_011403267.1","green",-0.330958847746212,0.210531717994688
"NC_007677.1_WP_013062004.1","NC_007677.1_WP_013062004.1","magenta",-0.705724116903939,0.0022533130519684
"NC_007677.1_WP_011403379.1","NC_007677.1_WP_011403379.1","turquoise",-0.254792394970976,0.34092288000955
"NC_007677.1_WP_011405061.1","NC_007677.1_WP_011405061.1","black",0.497587225953853,0.049851818564508
"NC_007677.1_WP_011403840.1","NC_007677.1_WP_011403840.1","turquoise",-0.48277722190868,0.0582053904726396
"NC_007677.1_WP_011402840.1","NC_007677.1_WP_011402840.1","blue",0.596384210090219,0.0147507635545004
"NC_007677.1_WP_043551668.1","NC_007677.1_WP_043551668.1","blue",0.209428678209479,0.436301477550365
"NC_007677.1_WP_112902705.1","NC_007677.1_WP_112902705.1","purple",0.100625845553177,0.710789066657239
"NC_007677.1_WP_103015646.1","NC_007677.1_WP_103015646.1","turquoise",-0.783431263435354,0.000330583799186727
"NC_007677.1_WP_011404592.1","NC_007677.1_WP_011404592.1","yellow",-0.393266663117125,0.131821379866595
"NC_007677.1_WP_011403380.1","NC_007677.1_WP_011403380.1","red",-0.240366364853058,0.369866894417249
"NC_007677.1_WP_011404150.1","NC_007677.1_WP_011404150.1","black",0.719871024529813,0.00166432681302039
"NC_007677.1_WP_011405317.1","NC_007677.1_WP_011405317.1","yellow",-0.269161837673782,0.31341795397322
"NC_007677.1_WP_011403526.1","NC_007677.1_WP_011403526.1","red",-0.182648297984666,0.498367994320458
"NC_007677.1_WP_164923594.1","NC_007677.1_WP_164923594.1","turquoise",-0.884649357964956,5.34363025977988e-06
"NC_007677.1_WP_011404825.1","NC_007677.1_WP_011404825.1","yellow",0.18345422732398,0.496441612096233
"NC_007677.1_WP_011403834.1","NC_007677.1_WP_011403834.1","turquoise",-0.731229008194895,0.00128805718869285
"NC_007677.1_WP_011403357.1","NC_007677.1_WP_011403357.1","black",0.800909175976376,0.000192837005002142
"NC_007677.1_WP_011404219.1","NC_007677.1_WP_011404219.1","green",0.112358646338073,0.678659082649314
"NC_007677.1_SRU_RS09380","NC_007677.1_SRU_RS09380","turquoise",-0.734486119507936,0.00119404693513121
"NC_007677.1_WP_013062429.1","NC_007677.1_WP_013062429.1","yellow",0.2495992553986,0.351189894757792
"NC_007677.1_WP_011403631.1","NC_007677.1_WP_011403631.1","purple",0.0372635771607504,0.89102304810318
"NC_007677.1_WP_183959084.1","NC_007677.1_WP_183959084.1","blue",0.639226225112211,0.00767601698197929
"NC_007677.1_WP_011403816.1","NC_007677.1_WP_011403816.1","grey",-0.11667218388504,0.666972489718045
"NC_007677.1_WP_011403963.1","NC_007677.1_WP_011403963.1","turquoise",-0.642378775262733,0.00728851233516813
"NC_007677.1_WP_112902997.1","NC_007677.1_WP_112902997.1","green",0.0760862388538856,0.779429349219886
"NC_007677.1_WP_013062463.1","NC_007677.1_WP_013062463.1","brown",0.891404071889775,3.56823019148688e-06
"NC_007677.1_WP_112903899.1","NC_007677.1_WP_112903899.1","turquoise",-0.598691060445176,0.0142728589456005
"NC_007677.1_WP_164923677.1","NC_007677.1_WP_164923677.1","yellow",-0.27210441909378,0.307950556036066
"NC_007677.1_WP_202795398.1","NC_007677.1_WP_202795398.1","turquoise",-0.700759288736456,0.00249615713456455
"NC_007677.1_WP_013062499.1","NC_007677.1_WP_013062499.1","turquoise",-0.899788596554781,2.08043249626322e-06
"NC_007677.1_WP_164923460.1","NC_007677.1_WP_164923460.1","turquoise",-0.449529612754815,0.0806511930854114
"NC_007677.1_WP_103015543.1","NC_007677.1_WP_103015543.1","turquoise",-0.535956629699143,0.0323603743392299
"NC_007677.1_WP_043551655.1","NC_007677.1_WP_043551655.1","blue",0.0406217228411373,0.881264217721366
"NC_007677.1_WP_011403602.1","NC_007677.1_WP_011403602.1","grey",-0.24372787956055,0.363004572587575
"NC_007677.1_WP_183956981.1","NC_007677.1_WP_183956981.1","blue",0.489579070644709,0.0542498068993281
"NC_007677.1_WP_011403314.1","NC_007677.1_WP_011403314.1","pink",-0.651848727407623,0.00621708938026714
"NC_007677.1_WP_011404062.1","NC_007677.1_WP_011404062.1","greenyellow",-0.104827898404943,0.699226103539285
"NC_007677.1_WP_011404063.1","NC_007677.1_WP_011404063.1","turquoise",-0.680885422317016,0.0036893365860455
"NC_007677.1_WP_237701769.1","NC_007677.1_WP_237701769.1","grey",-0.0641614302728172,0.813378757835588
"NC_007677.1_WP_231847126.1","NC_007677.1_WP_231847126.1","blue",0.210891360762136,0.433030356015332
"NC_007677.1_WP_011405347.1","NC_007677.1_WP_011405347.1","yellow",-0.0890546423242281,0.742930345951985
"NC_007677.1_WP_011405348.1","NC_007677.1_WP_011405348.1","yellow",-0.211097734983381,0.432569840813997
"NC_007677.1_WP_011404371.1","NC_007677.1_WP_011404371.1","blue",0.427960783790699,0.0981947932272823
"NC_007677.1_WP_112904907.1","NC_007677.1_WP_112904907.1","yellow",-0.125735714557286,0.642651924046436
"NC_007677.1_WP_011404375.1","NC_007677.1_WP_011404375.1","blue",0.0555086480943532,0.838212915072159
"NC_007677.1_WP_164923692.1","NC_007677.1_WP_164923692.1","yellow",0.276339939477164,0.300179957362896
"NC_007677.1_WP_011402813.1","NC_007677.1_WP_011402813.1","blue",-0.0667981182824688,0.805843186935108
"NC_007677.1_WP_164923448.1","NC_007677.1_WP_164923448.1","turquoise",-0.779668645168267,0.000368933542966362
"NC_007677.1_WP_165443453.1","NC_007677.1_WP_165443453.1","blue",-0.303100156691056,0.253805287862623
"NC_007677.1_WP_011405202.1","NC_007677.1_WP_011405202.1","turquoise",-0.752036478205365,0.000778752209068109
"NC_007677.1_WP_011404836.1","NC_007677.1_WP_011404836.1","yellow",0.212061161454104,0.430423331168016
"NC_007677.1_WP_237701729.1","NC_007677.1_WP_237701729.1","blue",0.676624280942315,0.00399679020613269
"NC_007677.1_WP_011403628.1","NC_007677.1_WP_011403628.1","yellow",-0.399460177159996,0.125307419420998
"NC_007677.1_WP_011402955.1","NC_007677.1_WP_011402955.1","brown",0.876619915332733,8.3714174862825e-06
"NC_007677.1_WP_237701816.1","NC_007677.1_WP_237701816.1","brown",0.356890821562249,0.174794648661641
"NC_007677.1_WP_118839799.1","NC_007677.1_WP_118839799.1","red",-0.68980079730804,0.00310749589212453
"NC_007677.1_WP_237701735.1","NC_007677.1_WP_237701735.1","blue",0.432176782866141,0.0945703765186999
"NC_007677.1_WP_112902653.1","NC_007677.1_WP_112902653.1","blue",0.765862715186228,0.000542510021956649
"NC_007677.1_WP_011403566.1","NC_007677.1_WP_011403566.1","pink",-0.649148112110862,0.00650891339751388
"NC_007677.1_WP_011403391.1","NC_007677.1_WP_011403391.1","red",-0.220703731613908,0.41141537453193
"NC_007677.1_WP_011404440.1","NC_007677.1_WP_011404440.1","purple",0.428931367914688,0.0973518171721571
"NC_007677.1_WP_011404447.1","NC_007677.1_WP_011404447.1","greenyellow",-0.260855505542801,0.329154703500946
"NC_007677.1_WP_011404832.1","NC_007677.1_WP_011404832.1","green",0.0221059384789709,0.935235058022326
"NC_007677.1_WP_164923479.1","NC_007677.1_WP_164923479.1","turquoise",-0.544017464921534,0.0293721015112907
"NC_007677.1_WP_237701694.1","NC_007677.1_WP_237701694.1","turquoise",-0.644443217271119,0.00704329427609115
"NC_007677.1_WP_043552317.1","NC_007677.1_WP_043552317.1","magenta",-0.344833650000324,0.190871573085306
"NC_007677.1_WP_011404576.1","NC_007677.1_WP_011404576.1","turquoise",-0.825284866835844,8.28264723805144e-05
"NC_007677.1_WP_011404559.1","NC_007677.1_WP_011404559.1","grey",0.0567155423291383,0.834739898101382
"NC_007677.1_WP_118830348.1","NC_007677.1_WP_118830348.1","turquoise",-0.664659245394816,0.00497152318022262
"NC_007677.1_WP_011403833.1","NC_007677.1_WP_011403833.1","turquoise",-0.796629163464662,0.000221079484697719
"NC_007677.1_WP_011404164.1","NC_007677.1_WP_011404164.1","turquoise",-0.852068871720791,2.78552728275105e-05
"NC_007677.1_WP_011403541.1","NC_007677.1_WP_011403541.1","pink",-0.551026551256217,0.0269489948176832
"NC_007677.1_WP_011404351.1","NC_007677.1_WP_011404351.1","greenyellow",-0.0649936146640721,0.810998711791984
"NC_007677.1_WP_011404534.1","NC_007677.1_WP_011404534.1","green",-0.224079317473379,0.404113553584537
"NC_007677.1_WP_011404337.1","NC_007677.1_WP_011404337.1","turquoise",-0.824462509429298,8.53958655972195e-05
"NC_007677.1_WP_011403092.1","NC_007677.1_WP_011403092.1","red",-0.375293212732957,0.152032504501254
"NC_007677.1_WP_011403403.1","NC_007677.1_WP_011403403.1","black",0.33450756528709,0.205384365014783
"NC_007677.1_WP_011403764.1","NC_007677.1_WP_011403764.1","grey",-0.0781566963215749,0.773570987798844
"NC_007677.1_WP_011405254.1","NC_007677.1_WP_011405254.1","turquoise",-0.706905085852816,0.00219846666303743
"NC_007677.1_WP_013061373.1","NC_007677.1_WP_013061373.1","green",0.0822840507070477,0.761927031917698
"NC_007677.1_WP_011403539.1","NC_007677.1_WP_011403539.1","turquoise",-0.806617764074573,0.000159884721958659
"NC_007677.1_WP_011403953.1","NC_007677.1_WP_011403953.1","turquoise",-0.657141852619313,0.00567539579567572
"NC_007677.1_WP_011404780.1","NC_007677.1_WP_011404780.1","grey",-0.160769280056324,0.551975435938638
"NC_007677.1_WP_237702035.1","NC_007677.1_WP_237702035.1","green",0.305975388827991,0.249102996153571
"NC_007677.1_WP_043552764.1","NC_007677.1_WP_043552764.1","turquoise",-0.512294718335922,0.042472684915095
"NC_007677.1_WP_164923452.1","NC_007677.1_WP_164923452.1","brown",0.51825439949463,0.0397284029345243
"NC_007677.1_WP_011404442.1","NC_007677.1_WP_011404442.1","red",-0.0871177139015313,0.74835123779182
"NC_007677.1_WP_011404308.1","NC_007677.1_WP_011404308.1","turquoise",-0.818973837553542,0.000104304087588996
"NC_007677.1_WP_011403858.1","NC_007677.1_WP_011403858.1","brown",0.644525117848167,0.00703370304821007
"NC_007677.1_WP_011403393.1","NC_007677.1_WP_011403393.1","red",-0.231213571938499,0.388910338187964
"NC_007677.1_WP_112904141.1","NC_007677.1_WP_112904141.1","pink",-0.717426969347255,0.00175595018924623
"NC_007677.1_WP_051010815.1","NC_007677.1_WP_051010815.1","turquoise",-0.213996632827883,0.426127756468276
"NC_007677.1_WP_013062096.1","NC_007677.1_WP_013062096.1","red",-0.241764164768337,0.367004730395876
"NC_007677.1_WP_011403237.1","NC_007677.1_WP_011403237.1","yellow",-0.294953066663788,0.267425224226584
"NC_007677.1_WP_237701763.1","NC_007677.1_WP_237701763.1","turquoise",-0.702357742614788,0.00241576723928333
"NC_007677.1_WP_013061827.1","NC_007677.1_WP_013061827.1","magenta",-0.331409047354151,0.209874167573785
"NC_007677.1_WP_011403679.1","NC_007677.1_WP_011403679.1","blue",0.550137803292398,0.0272474679848318
"NC_007677.1_WP_043552948.1","NC_007677.1_WP_043552948.1","turquoise",-0.66500118843015,0.00494125277034501
"NC_007677.1_WP_011405147.1","NC_007677.1_WP_011405147.1","turquoise",-0.530008882425468,0.0347092544046767
"NC_007677.1_WP_237701908.1","NC_007677.1_WP_237701908.1","green",0.133546401240283,0.621961632573806
"NC_007677.1_WP_164923481.1","NC_007677.1_WP_164923481.1","green",-0.273745593195763,0.30492571841505
"NC_007677.1_WP_011405255.1","NC_007677.1_WP_011405255.1","blue",0.546116372978631,0.0286297287039126
"NC_007677.1_WP_158442694.1","NC_007677.1_WP_158442694.1","turquoise",-0.557022758310339,0.0250001235597239
"NC_007677.1_WP_011405036.1","NC_007677.1_WP_011405036.1","blue",0.131458576986915,0.627467084033549
"NC_007677.1_WP_011404768.1","NC_007677.1_WP_011404768.1","red",-0.446312609148563,0.0831126226484088
"NC_007677.1_WP_011405030.1","NC_007677.1_WP_011405030.1","black",0.38548237774429,0.140333776364669
"NC_007677.1_WP_112902643.1","NC_007677.1_WP_112902643.1","turquoise",-0.539217421323915,0.0311249769615596
"NC_007677.1_WP_011405456.1","NC_007677.1_WP_011405456.1","turquoise",-0.879202882559713,7.270685404537e-06
"NC_007677.1_WP_011403622.1","NC_007677.1_WP_011403622.1","brown",0.40428081501445,0.120393996116966
"NC_007677.1_WP_011403331.1","NC_007677.1_WP_011403331.1","green",0.19550007659303,0.46807545619952
"NC_007677.1_WP_013062988.1","NC_007677.1_WP_013062988.1","turquoise",-0.753206760519366,0.000755956467007386
"NC_007677.1_WP_231847203.1","NC_007677.1_WP_231847203.1","blue",0.241850316340427,0.366828726814761
"NC_007677.1_WP_103016583.1","NC_007677.1_WP_103016583.1","black",-0.215153154899243,0.423571622462964
"NC_007678.1_WP_011405575.1","NC_007678.1_WP_011405575.1","turquoise",-0.6477353941244,0.00666585602014815
"NC_007677.1_WP_011405033.1","NC_007677.1_WP_011405033.1","blue",0.52737453211719,0.0357899039366066
"NC_007677.1_WP_011405510.1","NC_007677.1_WP_011405510.1","blue",0.76754615980452,0.000518305512880133
"NC_007677.1_WP_237701761.1","NC_007677.1_WP_237701761.1","magenta",-0.43565614909179,0.091651699498668
"NC_007677.1_WP_164923519.1","NC_007677.1_WP_164923519.1","turquoise",-0.630853329882074,0.00878499014137344
"NC_007677.1_WP_164923433.1","NC_007677.1_WP_164923433.1","blue",0.627670930767896,0.00923828179856915
"NC_007677.1_WP_011404076.1","NC_007677.1_WP_011404076.1","turquoise",-0.545500117434406,0.0288461927582499
"NC_007677.1_WP_043552291.1","NC_007677.1_WP_043552291.1","blue",0.527451889939079,0.0357578125612076
"NC_007677.1_WP_011404417.1","NC_007677.1_WP_011404417.1","turquoise",-0.597899608499642,0.0144354379055643
"NC_007677.1_WP_011404137.1","NC_007677.1_WP_011404137.1","pink",-0.500193990744263,0.0484791153484852
"NC_007677.1_WP_011404269.1","NC_007677.1_WP_011404269.1","yellow",0.137859585240314,0.610647619042638
"NC_007677.1_WP_011404253.1","NC_007677.1_WP_011404253.1","yellow",0.358395623387126,0.172853285663896
"NC_007677.1_WP_011404094.1","NC_007677.1_WP_011404094.1","turquoise",-0.802024410666461,0.000185991729005671
"NC_007677.1_WP_011403901.1","NC_007677.1_WP_011403901.1","turquoise",-0.827097913159837,7.73887647865161e-05
"NC_007677.1_WP_011403340.1","NC_007677.1_WP_011403340.1","yellow",0.35887529703179,0.172237473021378
"NC_007677.1_WP_164923637.1","NC_007677.1_WP_164923637.1","blue",0.0584297586532717,0.829811918109486
"NC_007677.1_WP_011404163.1","NC_007677.1_WP_011404163.1","turquoise",-0.662560593524908,0.00516057271367748
"NC_007677.1_WP_011404535.1","NC_007677.1_WP_011404535.1","brown",0.708021790392386,0.00214760530614923
"NC_007677.1_WP_011403570.1","NC_007677.1_WP_011403570.1","blue",0.330659273411542,0.210970001161627
"NC_007677.1_WP_013062899.1","NC_007677.1_WP_013062899.1","green",0.228794100315803,0.394031228582356
"NC_007677.1_WP_013061729.1","NC_007677.1_WP_013061729.1","yellow",-0.50271342438564,0.0471793430727098
"NC_007677.1_WP_011403572.1","NC_007677.1_WP_011403572.1","green",0.296359006622676,0.265043621889504
"NC_007677.1_WP_103015481.1","NC_007677.1_WP_103015481.1","blue",0.340863506055936,0.19636973961928
"NC_007677.1_WP_011404116.1","NC_007677.1_WP_011404116.1","pink",-0.24016735919977,0.37027538123506
"NC_007677.1_WP_237701853.1","NC_007677.1_WP_237701853.1","blue",0.182742184262437,0.498143400006271
"NC_007677.1_WP_011403773.1","NC_007677.1_WP_011403773.1","grey",0.0905242502994482,0.738824872683721
"NC_007677.1_WP_237701762.1","NC_007677.1_WP_237701762.1","blue",0.443479773659583,0.0853244185003703
"NC_007677.1_WP_112904189.1","NC_007677.1_WP_112904189.1","blue",0.316234805776715,0.232767861103924
"NC_007678.1_WP_011405583.1","NC_007678.1_WP_011405583.1","yellow",-0.315748029316171,0.233527264610104
"NC_007678.1_WP_011405596.1","NC_007678.1_WP_011405596.1","yellow",-0.316079472674486,0.233010021857266
"NC_007677.1_WP_011404854.1","NC_007677.1_WP_011404854.1","magenta",-0.530072291946306,0.0346835510579812
"NC_007677.1_WP_164923522.1","NC_007677.1_WP_164923522.1","turquoise",-0.327770729397852,0.21522604660359
"NC_007677.1_WP_011403915.1","NC_007677.1_WP_011403915.1","blue",-0.167206888526409,0.535945224343845
"NC_007677.1_WP_237701885.1","NC_007677.1_WP_237701885.1","red",-0.284481275563125,0.2855732319323
"NC_007677.1_WP_112902701.1","NC_007677.1_WP_112902701.1","green",0.383229009307954,0.142866302190506
"NC_007677.1_WP_011404034.1","NC_007677.1_WP_011404034.1","green",0.268977252330612,0.313762797013395
"NC_007677.1_WP_237701991.1","NC_007677.1_WP_237701991.1","black",-0.0389513780258997,0.886116351806444
"NC_007677.1_WP_164923504.1","NC_007677.1_WP_164923504.1","grey",-0.258911926487842,0.332901325487224
"NC_007677.1_WP_011404135.1","NC_007677.1_WP_011404135.1","turquoise",-0.815557908655768,0.000117742216931517
"NC_007677.1_WP_011403982.1","NC_007677.1_WP_011403982.1","blue",0.649382367939337,0.00648317616765708
"NC_007677.1_WP_112904379.1","NC_007677.1_WP_112904379.1","red",-0.069182338804888,0.799042902412271
"NC_007677.1_WP_112902809.1","NC_007677.1_WP_112902809.1","green",-0.0057371769761896,0.983176163729983
"NC_007677.1_WP_011404172.1","NC_007677.1_WP_011404172.1","brown",0.612127986075471,0.0117245858348931
"NC_007677.1_WP_011404565.1","NC_007677.1_WP_011404565.1","brown",0.828540345834788,7.32783139832785e-05
"NC_007677.1_WP_118838093.1","NC_007677.1_WP_118838093.1","blue",0.440016036024395,0.088085779068417
"NC_007677.1_WP_011403364.1","NC_007677.1_WP_011403364.1","green",0.192865551927932,0.474210260954319
"NC_007677.1_WP_013062493.1","NC_007677.1_WP_013062493.1","brown",0.857268493283486,2.19999805983941e-05
"NC_007677.1_WP_011404056.1","NC_007677.1_WP_011404056.1","greenyellow",-0.0175146970730546,0.948667597088106
"NC_007677.1_WP_043553388.1","NC_007677.1_WP_043553388.1","red",0.0711447049591529,0.793455950149437
"NC_007677.1_WP_011404921.1","NC_007677.1_WP_011404921.1","tan",0.587081200111036,0.0168061530199467
"NC_007677.1_WP_011403363.1","NC_007677.1_WP_011403363.1","blue",0.574345070423273,0.0199735023218338
"NC_007677.1_WP_112904109.1","NC_007677.1_WP_112904109.1","yellow",0.170752187247614,0.527207104713697
"NC_007678.1_WP_011405594.1","NC_007678.1_WP_011405594.1","green",0.493020883950077,0.052325781982304
"NC_007677.1_WP_043551984.1","NC_007677.1_WP_043551984.1","turquoise",-0.696058468470616,0.00274519975388741
"NC_007677.1_WP_011405088.1","NC_007677.1_WP_011405088.1","blue",0.482684300799797,0.0582608585948846
"NC_007677.1_WP_011402984.1","NC_007677.1_WP_011402984.1","blue",0.144490747021883,0.593413913240269
"NC_007677.1_WP_011403739.1","NC_007677.1_WP_011403739.1","turquoise",-0.66693980794887,0.00477241446996325
"NC_007677.1_WP_011403856.1","NC_007677.1_WP_011403856.1","brown",0.678634598467309,0.00384927368387343
"NC_007677.1_WP_011405451.1","NC_007677.1_WP_011405451.1","purple",0.4408660790791,0.087402269548937
"NC_007677.1_WP_118828875.1","NC_007677.1_WP_118828875.1","black",0.750900035932567,0.000801425537901893
"NC_007677.1_WP_011404613.1","NC_007677.1_WP_011404613.1","blue",0.484300092399796,0.0573018662078584
"NC_007677.1_WP_103016719.1","NC_007677.1_WP_103016719.1","turquoise",-0.588941561589572,0.0163783039283306
"NC_007678.1_WP_011405588.1","NC_007678.1_WP_011405588.1","brown",0.80381838267192,0.000175404010955794
"NC_007677.1_WP_011404708.1","NC_007677.1_WP_011404708.1","turquoise",-0.774656351452525,0.000425659351577821
"NC_007677.1_WP_011403800.1","NC_007677.1_WP_011403800.1","blue",0.327620663201443,0.21544864646257
"NC_007677.1_WP_112904943.1","NC_007677.1_WP_112904943.1","brown",0.679285883739252,0.00380243299019766
"NC_007677.1_WP_112904111.1","NC_007677.1_WP_112904111.1","green",0.455917029757112,0.0759203632123501
"NC_007677.1_WP_237701927.1","NC_007677.1_WP_237701927.1","brown",0.548293368112738,0.027874957944415
"NC_007677.1_WP_011404634.1","NC_007677.1_WP_011404634.1","blue",0.0505899733710572,0.852395480485153
"NC_007677.1_WP_011402801.1","NC_007677.1_WP_011402801.1","blue",0.168542987329913,0.532644545160421
"NC_007677.1_WP_011403623.1","NC_007677.1_WP_011403623.1","black",0.75726323542763,0.000681137139683709
"NC_007677.1_WP_103017888.1","NC_007677.1_WP_103017888.1","blue",0.260548049864171,0.329745761434583
"NC_007677.1_WP_112902658.1","NC_007677.1_WP_112902658.1","blue",0.186092711955513,0.490159716934567
"NC_007677.1_WP_164923680.1","NC_007677.1_WP_164923680.1","yellow",-0.318817125768039,0.228765304132989
"NC_007678.1_WP_164923749.1","NC_007678.1_WP_164923749.1","brown",0.803069708082498,0.000179760008664315
"NC_007677.1_WP_011404585.1","NC_007677.1_WP_011404585.1","magenta",-0.422793397700847,0.10277000407236
"NC_007677.1_WP_158442695.1","NC_007677.1_WP_158442695.1","black",0.621824496081259,0.0101190627684155
"NC_007677.1_WP_011403347.1","NC_007677.1_WP_011403347.1","pink",-0.663969991721362,0.00503299030218641
"NC_007677.1_WP_011403322.1","NC_007677.1_WP_011403322.1","turquoise",-0.782889553715985,0.000335892624220138
"NC_007677.1_WP_011404792.1","NC_007677.1_WP_011404792.1","brown",0.837181404492192,5.2278651685289e-05
"NC_007677.1_WP_011405125.1","NC_007677.1_WP_011405125.1","blue",0.187185391559785,0.487569359101673
"NC_007677.1_WP_011403295.1","NC_007677.1_WP_011403295.1","blue",0.680592398138172,0.00370984993534772
"NC_007677.1_WP_011403552.1","NC_007677.1_WP_011403552.1","red",-0.545489632596693,0.0288498864037544
"NC_007677.1_WP_164923495.1","NC_007677.1_WP_164923495.1","brown",0.690299373798892,0.00307728701499274
"NC_007677.1_WP_011404799.1","NC_007677.1_WP_011404799.1","turquoise",-0.745171982525665,0.000924108668512567
"NC_007677.1_WP_011404513.1","NC_007677.1_WP_011404513.1","green",0.0599356170018045,0.825487814773883
"NC_007677.1_WP_011405213.1","NC_007677.1_WP_011405213.1","blue",0.17943819199086,0.506075854630467
"NC_007677.1_WP_237701950.1","NC_007677.1_WP_237701950.1","blue",0.503437492432462,0.0468106521036393
"NC_007677.1_WP_011404330.1","NC_007677.1_WP_011404330.1","turquoise",-0.796052793643313,0.000225131904316013
"NC_007677.1_WP_112905204.1","NC_007677.1_WP_112905204.1","turquoise",-0.737869848030843,0.00110239505909221
"NC_007677.1_WP_043552488.1","NC_007677.1_WP_043552488.1","turquoise",-0.880768755359879,6.66476815268784e-06
"NC_007677.1_WP_237701841.1","NC_007677.1_WP_237701841.1","green",0.298542796810654,0.261370190522858
"NC_007677.1_WP_011405017.1","NC_007677.1_WP_011405017.1","blue",0.138949354569933,0.607801913746618
"NC_007677.1_WP_011403667.1","NC_007677.1_WP_011403667.1","grey",0.196143238078495,0.466583733583338
"NC_007677.1_WP_165443451.1","NC_007677.1_WP_165443451.1","brown",0.304169566547173,0.25204996308068
"NC_007677.1_WP_237701911.1","NC_007677.1_WP_237701911.1","turquoise",-0.676051743789593,0.00403962333147134
"NC_007677.1_WP_112904185.1","NC_007677.1_WP_112904185.1","turquoise",-0.798295089319369,0.000209704933459003
"NC_007677.1_WP_193345373.1","NC_007677.1_WP_193345373.1","pink",-0.49750289754806,0.0498967025465764
"NC_007677.1_WP_011403157.1","NC_007677.1_WP_011403157.1","turquoise",-0.691501137598484,0.00300544488713426
"NC_007677.1_WP_237701999.1","NC_007677.1_WP_237701999.1","brown",0.806865757354286,0.000158566766993061
"NC_007677.1_WP_011403891.1","NC_007677.1_WP_011403891.1","brown",0.984729820102964,4.986367710607e-12
"NC_007677.1_WP_011405483.1","NC_007677.1_WP_011405483.1","brown",0.959989986162433,3.95853884412564e-09
"NC_007677.1_WP_011405414.1","NC_007677.1_WP_011405414.1","green",-0.0259901387760738,0.92388373816197
"NC_007677.1_WP_118827358.1","NC_007677.1_WP_118827358.1","turquoise",-0.371233569859583,0.156871767384028
"NC_007677.1_WP_221405821.1","NC_007677.1_WP_221405821.1","yellow",-0.065171292536098,0.810490753613136
"NC_007677.1_WP_011403836.1","NC_007677.1_WP_011403836.1","grey",-0.201242276147723,0.454840657768375
"NC_007677.1_WP_103017275.1","NC_007677.1_WP_103017275.1","red",-0.536649180900119,0.0320949290231334
"NC_007677.1_WP_011405073.1","NC_007677.1_WP_011405073.1","greenyellow",-0.0208246239609983,0.93898228380966
"NC_007677.1_WP_013062069.1","NC_007677.1_WP_013062069.1","yellow",-0.282122630435374,0.289760283109588
