"","gene_id","moduleColor","GS.light","p.GS.light"
"NC_007677.1_WP_011405016.1","NC_007677.1_WP_011405016.1","turquoise",-0.703374281704105,0.00236574303378242
"NC_007678.1_WP_164923748.1","NC_007678.1_WP_164923748.1","turquoise",-0.699351692360276,0.00256872842787686
"NC_007677.1_WP_193345378.1","NC_007677.1_WP_193345378.1","red",0.324914043821007,0.219488772676645
"NC_007677.1_WP_237702014.1","NC_007677.1_WP_237702014.1","greenyellow",-0.115701844447687,0.669595276238281
"NC_007677.1_WP_043551986.1","NC_007677.1_WP_043551986.1","blue",0.540399231843937,0.0306862068057523
"NC_007677.1_WP_118826050.1","NC_007677.1_WP_118826050.1","greenyellow",-0.16618167794683,0.538484073355488
"NC_007677.1_WP_011405098.1","NC_007677.1_WP_011405098.1","blue",0.584851140136338,0.0173304258559375
"NC_007677.1_WP_237701955.1","NC_007677.1_WP_237701955.1","yellow",0.235721393724784,0.379466036234919
"NC_007677.1_WP_011403636.1","NC_007677.1_WP_011403636.1","yellow",-0.185114017022302,0.492485423614364
"NC_007677.1_WP_013062519.1","NC_007677.1_WP_013062519.1","turquoise",-0.811907744154987,0.000133663750692193
"NC_007677.1_WP_011402807.1","NC_007677.1_WP_011402807.1","blue",0.440584977920735,0.0876278780847087
"NC_007677.1_WP_043552481.1","NC_007677.1_WP_043552481.1","greenyellow",-0.0182891933012303,0.946400660752243
"NC_007677.1_WP_237701845.1","NC_007677.1_WP_237701845.1","turquoise",-0.952185961983758,1.34953884402883e-08
"NC_007677.1_WP_011404954.1","NC_007677.1_WP_011404954.1","turquoise",-0.816761810645902,0.000112850842995447
"NC_007677.1_WP_011404209.1","NC_007677.1_WP_011404209.1","blue",0.557440934159409,0.0248683608749247
"NC_007677.1_WP_051010830.1","NC_007677.1_WP_051010830.1","blue",0.521035515029937,0.0384944245787662
"NC_007677.1_WP_011403499.1","NC_007677.1_WP_011403499.1","brown",0.397926469646044,0.12689929686278
"NC_007677.1_WP_112904533.1","NC_007677.1_WP_112904533.1","blue",-0.260850920413495,0.329163513549475
"NC_007677.1_WP_011404394.1","NC_007677.1_WP_011404394.1","brown",0.612641740315894,0.0116347958500069
"NC_007677.1_WP_011404755.1","NC_007677.1_WP_011404755.1","blue",0.499594017035439,0.048792533122498
"NC_007677.1_WP_237702026.1","NC_007677.1_WP_237702026.1","red",-0.266251653175628,0.318880542098889
"NC_007677.1_WP_043552698.1","NC_007677.1_WP_043552698.1","turquoise",-0.760227648968854,0.00063040049380403
"NC_007677.1_WP_011404898.1","NC_007677.1_WP_011404898.1","blue",0.207477565362252,0.44068452308776
"NC_007677.1_WP_112905093.1","NC_007677.1_WP_112905093.1","blue",0.726535042791211,0.00143408741368362
"NC_007677.1_WP_162713378.1","NC_007677.1_WP_162713378.1","yellow",-0.386207005322421,0.13952593335691
"NC_007677.1_WP_011404544.1","NC_007677.1_WP_011404544.1","pink",-0.641419795527028,0.00740470455670135
"NC_007677.1_WP_011403215.1","NC_007677.1_WP_011403215.1","purple",0.132965222975374,0.623492290122371
"NC_007677.1_WP_162713407.1","NC_007677.1_WP_162713407.1","turquoise",-0.670180829806131,0.00450049204352724
"NC_007677.1_WP_011403361.1","NC_007677.1_WP_011403361.1","blue",0.366428959091222,0.162731654978393
"NC_007677.1_WP_237701795.1","NC_007677.1_WP_237701795.1","magenta",-0.372646993996782,0.155175301736778
"NC_007677.1_WP_231847278.1","NC_007677.1_WP_231847278.1","yellow",-0.200814641602571,0.455819777458496
"NC_007677.1_WP_118828855.1","NC_007677.1_WP_118828855.1","yellow",-0.434028374169701,0.09300905530159
"NC_007677.1_WP_013062455.1","NC_007677.1_WP_013062455.1","blue",0.500683365401926,0.0482245851270667
"NC_007677.1_WP_011403330.1","NC_007677.1_WP_011403330.1","grey",-0.401612321997365,0.123097015486785
"NC_007677.1_WP_011405104.1","NC_007677.1_WP_011405104.1","brown",0.90654689179629,1.29988635832808e-06
"NC_007677.1_WP_112903679.1","NC_007677.1_WP_112903679.1","turquoise",-0.873334064828747,9.97147309857323e-06
"NC_007677.1_WP_011402946.1","NC_007677.1_WP_011402946.1","yellow",-0.189750893547265,0.481513364181339
"NC_007677.1_WP_011405513.1","NC_007677.1_WP_011405513.1","blue",0.784410928631309,0.000321159063240491
"NC_007677.1_WP_164923712.1","NC_007677.1_WP_164923712.1","blue",0.385165840613281,0.140687664079734
"NC_007677.1_WP_013060880.1","NC_007677.1_WP_013060880.1","turquoise",-0.810931483923933,0.000138212851517684
"NC_007677.1_WP_011403533.1","NC_007677.1_WP_011403533.1","blue",0.48305401043853,0.0580403955145914
"NC_007677.1_WP_237701843.1","NC_007677.1_WP_237701843.1","turquoise",-0.688625263819706,0.00317966948546662
"NC_007677.1_WP_011405284.1","NC_007677.1_WP_011405284.1","pink",-0.804618430984349,0.000170846327015712
"NC_007677.1_WP_011404746.1","NC_007677.1_WP_011404746.1","turquoise",-0.893550311809066,3.12122905636874e-06
"NC_007677.1_WP_011404157.1","NC_007677.1_WP_011404157.1","brown",0.894275374504169,2.98133806045674e-06
"NC_007677.1_WP_112904045.1","NC_007677.1_WP_112904045.1","turquoise",-0.542244477593178,0.0300105577365299
"NC_007677.1_WP_013062317.1","NC_007677.1_WP_013062317.1","brown",0.876650886185143,8.35743348986469e-06
"NC_007677.1_WP_112903881.1","NC_007677.1_WP_112903881.1","yellow",-0.142016640823355,0.599820722042682
"NC_007677.1_WP_011404636.1","NC_007677.1_WP_011404636.1","brown",0.831390196628357,6.56911376716923e-05
"NC_007677.1_WP_011405533.1","NC_007677.1_WP_011405533.1","red",-0.395818230529656,0.129110211613623
"NC_007677.1_WP_112902875.1","NC_007677.1_WP_112902875.1","blue",0.393531994424267,0.131537643640282
"NC_007677.1_WP_011404542.1","NC_007677.1_WP_011404542.1","brown",0.530967021164816,0.0343224026932119
"NC_007677.1_WP_011405345.1","NC_007677.1_WP_011405345.1","yellow",-0.234733297152429,0.381525386239502
"NC_007677.1_WP_011405509.1","NC_007677.1_WP_011405509.1","blue",0.592642188013483,0.0155524633443255
"NC_007677.1_WP_237701844.1","NC_007677.1_WP_237701844.1","turquoise",-0.835585233738818,5.57231125568001e-05
"NC_007677.1_WP_164923632.1","NC_007677.1_WP_164923632.1","magenta",-0.434033305394449,0.0930049218036865
"NC_007677.1_WP_011404770.1","NC_007677.1_WP_011404770.1","red",-0.196317609460864,0.466179707852043
"NC_007677.1_WP_011405523.1","NC_007677.1_WP_011405523.1","blue",0.117030784317637,0.666004120056235
"NC_007677.1_WP_118826169.1","NC_007677.1_WP_118826169.1","brown",0.826419204164396,7.93883647767909e-05
"NC_007677.1_WP_237702055.1","NC_007677.1_WP_237702055.1","blue",0.435965006935279,0.0913957545445874
"NC_007677.1_WP_164923655.1","NC_007677.1_WP_164923655.1","grey",-0.141814257608225,0.600346030083455
"NC_007677.1_WP_011404955.1","NC_007677.1_WP_011404955.1","turquoise",-0.882769816509404,5.95285253202463e-06
"NC_007677.1_WP_231847452.1","NC_007677.1_WP_231847452.1","brown",0.719183084764959,0.00168971360325961
"NC_007677.1_WP_164923487.1","NC_007677.1_WP_164923487.1","blue",0.68720394670954,0.00326873231778137
"NC_007677.1_WP_158442691.1","NC_007677.1_WP_158442691.1","grey",-0.475409552688147,0.0627254959328203
"NC_007677.1_WP_013062202.1","NC_007677.1_WP_013062202.1","brown",0.902834917140209,1.69013342204567e-06
"NC_007678.1_WP_011405597.1","NC_007678.1_WP_011405597.1","blue",0.677879616800001,0.00390415168019614
"NC_007677.1_WP_237701712.1","NC_007677.1_WP_237701712.1","green",0.285697617120209,0.28342826168865
"NC_007677.1_WP_013062410.1","NC_007677.1_WP_013062410.1","brown",0.664858313511402,0.00495388273458285
"NC_007678.1_WP_011405602.1","NC_007678.1_WP_011405602.1","brown",0.729048556859503,0.001354302219946
"NC_007677.1_WP_011404525.1","NC_007677.1_WP_011404525.1","blue",-0.277203861807213,0.298609371479739
"NC_007677.1_WP_011402819.1","NC_007677.1_WP_011402819.1","blue",0.534334787709165,0.0329885267226987
"NC_007677.1_WP_011404264.1","NC_007677.1_WP_011404264.1","grey",-0.0767159107401165,0.777646499049644
"NC_007677.1_WP_013061816.1","NC_007677.1_WP_013061816.1","turquoise",-0.794731096084518,0.000234657589226903
"NC_007677.1_WP_164923562.1","NC_007677.1_WP_164923562.1","yellow",0.188399097345014,0.484699805829365
"NC_007677.1_WP_011404763.1","NC_007677.1_WP_011404763.1","red",-0.524492180133045,0.0370012248730804
"NC_007677.1_WP_103017550.1","NC_007677.1_WP_103017550.1","brown",0.424696912411973,0.101067477703481
"NC_007677.1_WP_011403338.1","NC_007677.1_WP_011403338.1","brown",0.562173606908816,0.0234140075435304
"NC_007677.1_WP_237701939.1","NC_007677.1_WP_237701939.1","green",-0.0379025346770207,0.889165055160982
"NC_007677.1_WP_011404456.1","NC_007677.1_WP_011404456.1","brown",0.339182442524599,0.198728512290299
"NC_007677.1_WP_231847331.1","NC_007677.1_WP_231847331.1","brown",0.636510523534723,0.00802277455173597
"NC_007677.1_WP_011403299.1","NC_007677.1_WP_011403299.1","turquoise",-0.675874364311296,0.00405296814983835
"NC_007677.1_WP_259039464.1","NC_007677.1_WP_259039464.1","turquoise",-0.633148137768345,0.00846918711872753
"NC_007677.1_WP_164923630.1","NC_007677.1_WP_164923630.1","pink",-0.461057111491115,0.072261838828649
"NC_007677.1_WP_011403778.1","NC_007677.1_WP_011403778.1","turquoise",-0.904504744752608,1.50384132873668e-06
"NC_007677.1_WP_011404518.1","NC_007677.1_WP_011404518.1","blue",0.423638064597288,0.102012044700458
"NC_007677.1_WP_011404575.1","NC_007677.1_WP_011404575.1","turquoise",-0.673728927578688,0.00421719906100545
"NC_007677.1_WP_011405092.1","NC_007677.1_WP_011405092.1","yellow",-0.227470153985843,0.396848663663245
"NC_007677.1_WP_011402899.1","NC_007677.1_WP_011402899.1","blue",0.231343807871399,0.388635714559621
"NC_007677.1_WP_011404816.1","NC_007677.1_WP_011404816.1","blue",0.187209730880237,0.487511733989068
"NC_007677.1_WP_011405241.1","NC_007677.1_WP_011405241.1","turquoise",-0.827972964005137,7.48728631797549e-05
"NC_007677.1_WP_112904219.1","NC_007677.1_WP_112904219.1","tan",0.546798277928418,0.0283916523466837
"NC_007677.1_WP_118839914.1","NC_007677.1_WP_118839914.1","yellow",-0.404428684106041,0.120245429973779
"NC_007677.1_WP_011403437.1","NC_007677.1_WP_011403437.1","turquoise",-0.754430745486363,0.000732703483537592
"NC_007677.1_WP_011402847.1","NC_007677.1_WP_011402847.1","black",0.496011202923586,0.0506956364131608
"NC_007677.1_WP_011404206.1","NC_007677.1_WP_011404206.1","turquoise",-0.741073979659636,0.00102098989061071
"NC_007677.1_WP_164923441.1","NC_007677.1_WP_164923441.1","grey",-0.448807942985204,0.0811987373201997
"NC_007677.1_WP_231847431.1","NC_007677.1_WP_231847431.1","yellow",-0.372670818316534,0.155146812940524
"NC_007677.1_WP_011402803.1","NC_007677.1_WP_011402803.1","blue",0.0416539010770411,0.878267841656167
"NC_007677.1_WP_011403503.1","NC_007677.1_WP_011403503.1","red",-0.362632430376215,0.167464380420004
"NC_007677.1_WP_011404413.1","NC_007677.1_WP_011404413.1","turquoise",-0.173152352926456,0.52132832112024
"NC_007677.1_WP_011405486.1","NC_007677.1_WP_011405486.1","green",-0.0845697151812701,0.75549916127645
"NC_007677.1_WP_183956718.1","NC_007677.1_WP_183956718.1","blue",0.405628723050338,0.119044442877639
"NC_007677.1_WP_237701905.1","NC_007677.1_WP_237701905.1","turquoise",-0.662961306723165,0.00512403885964671
"NC_007677.1_WP_011404950.1","NC_007677.1_WP_011404950.1","turquoise",-0.735538852360808,0.00116488963739148
"NC_007677.1_WP_011403695.1","NC_007677.1_WP_011403695.1","turquoise",-0.484655067567756,0.057092753404303
"NC_007677.1_WP_011403587.1","NC_007677.1_WP_011403587.1","turquoise",-0.444177952523066,0.0847754249250856
"NC_007677.1_WP_011405260.1","NC_007677.1_WP_011405260.1","yellow",-0.31538314261598,0.234097533220545
"NC_007677.1_WP_011405485.1","NC_007677.1_WP_011405485.1","pink",-0.50456428069428,0.0462411798963874
"NC_007677.1_WP_011403527.1","NC_007677.1_WP_011403527.1","red",-0.360636705539984,0.169988652242582
"NC_007677.1_WP_103017379.1","NC_007677.1_WP_103017379.1","black",0.498872496373014,0.0491714401112089
"NC_007677.1_WP_043552502.1","NC_007677.1_WP_043552502.1","yellow",-0.137390907333863,0.611873085277103
"NC_007677.1_WP_011404022.1","NC_007677.1_WP_011404022.1","red",-0.453783390582272,0.0774777021341388
"NC_007677.1_WP_011403467.1","NC_007677.1_WP_011403467.1","black",0.826214962265976,7.99984640572629e-05
"NC_007677.1_WP_011404797.1","NC_007677.1_WP_011404797.1","turquoise",-0.632905524807262,0.0085021431790674
"NC_007677.1_WP_011403781.1","NC_007677.1_WP_011403781.1","black",0.645381903956987,0.00693398757160674
"NC_007677.1_WP_011403167.1","NC_007677.1_WP_011403167.1","red",-0.193827285061373,0.471966216639391
"NC_007677.1_WP_237701698.1","NC_007677.1_WP_237701698.1","turquoise",-0.741164881215226,0.00101875428680167
"NC_007677.1_WP_164923577.1","NC_007677.1_WP_164923577.1","pink",-0.610242519048692,0.0120587883203394
"NC_007677.1_WP_013061697.1","NC_007677.1_WP_013061697.1","turquoise",-0.684114423789714,0.00346927225108285
"NC_007677.1_WP_237701952.1","NC_007677.1_WP_237701952.1","blue",0.60238095268065,0.0135336809234332
"NC_007677.1_WP_011403930.1","NC_007677.1_WP_011403930.1","pink",-0.408549229338183,0.116156542382444
"NC_007677.1_WP_112904161.1","NC_007677.1_WP_112904161.1","black",0.726415730256456,0.00143796786589768
"NC_007677.1_WP_162713377.1","NC_007677.1_WP_162713377.1","red",0.04915957394472,0.856528070922059
"NC_007677.1_WP_011403481.1","NC_007677.1_WP_011403481.1","brown",0.936519398073003,9.40840905621675e-08
"NC_007677.1_WP_231847093.1","NC_007677.1_WP_231847093.1","black",0.139831120195919,0.605503220732065
"NC_007677.1_WP_112903727.1","NC_007677.1_WP_112903727.1","yellow",0.17992989052973,0.504891626300121
"NC_007677.1_WP_231847414.1","NC_007677.1_WP_231847414.1","turquoise",-0.729579995894545,0.00133790592012606
"NC_007677.1_WP_118828837.1","NC_007677.1_WP_118828837.1","blue",0.0503751730248992,0.853015836639286
"NC_007677.1_WP_011403452.1","NC_007677.1_WP_011403452.1","yellow",-0.0160356767852884,0.952997674384713
"NC_007677.1_WP_043553312.1","NC_007677.1_WP_043553312.1","blue",0.421861744706502,0.103610619663203
"NC_007677.1_WP_011404918.1","NC_007677.1_WP_011404918.1","grey",-0.336329674231691,0.202773264964543
"NC_007677.1_WP_011403783.1","NC_007677.1_WP_011403783.1","brown",0.662753422638067,0.00514296616484901
"NC_007677.1_WP_011405337.1","NC_007677.1_WP_011405337.1","yellow",-0.246039416343066,0.358327096656496
"NC_007677.1_WP_013061396.1","NC_007677.1_WP_013061396.1","magenta",-0.244168829379811,0.362109687223042
"NC_007677.1_WP_013061281.1","NC_007677.1_WP_013061281.1","yellow",-0.281808151496774,0.290321301383345
"NC_007677.1_WP_118827327.1","NC_007677.1_WP_118827327.1","blue",0.594069280557163,0.0152428105954083
"NC_007677.1_WP_011404409.1","NC_007677.1_WP_011404409.1","turquoise",-0.872571875243386,1.03772461193197e-05
"NC_007677.1_WP_237701834.1","NC_007677.1_WP_237701834.1","grey",-0.220863658796114,0.41106787184433
"NC_007677.1_WP_103016083.1","NC_007677.1_WP_103016083.1","turquoise",-0.518672904769702,0.0395408355588127
"NC_007677.1_WP_011405040.1","NC_007677.1_WP_011405040.1","brown",0.896391391055767,2.60295616292892e-06
"NC_007677.1_WP_043553362.1","NC_007677.1_WP_043553362.1","brown",0.950244500845379,1.77389330191924e-08
"NC_007677.1_WP_011404324.1","NC_007677.1_WP_011404324.1","yellow",-0.406345562550455,0.118331030564384
"NC_007677.1_WP_011404680.1","NC_007677.1_WP_011404680.1","yellow",-0.247534323423544,0.355320120354724
"NC_007677.1_WP_011405283.1","NC_007677.1_WP_011405283.1","turquoise",-0.427200337923962,0.0988588632347267
"NC_007677.1_WP_237702037.1","NC_007677.1_WP_237702037.1","yellow",-0.368519623131906,0.160164072789686
"NC_007677.1_WP_011403307.1","NC_007677.1_WP_011403307.1","turquoise",-0.60921220517146,0.0122445470831456
"NC_007677.1_WP_011404787.1","NC_007677.1_WP_011404787.1","brown",0.910997549296407,9.35037982585939e-07
"NC_007677.1_WP_013062281.1","NC_007677.1_WP_013062281.1","green",0.459875324456318,0.0730914148627068
"NC_007677.1_WP_164923537.1","NC_007677.1_WP_164923537.1","purple",0.137543836417138,0.61147311074458
"NC_007677.1_WP_011404382.1","NC_007677.1_WP_011404382.1","turquoise",-0.764605223189507,0.000561190874223042
"NC_007677.1_WP_011402871.1","NC_007677.1_WP_011402871.1","black",0.505072012349279,0.0459862726140802
"NC_007677.1_WP_011405560.1","NC_007677.1_WP_011405560.1","blue",0.0155009720970021,0.95456342044294
"NC_007677.1_WP_011403969.1","NC_007677.1_WP_011403969.1","turquoise",-0.725414265467899,0.00147087755459213
"NC_007677.1_WP_011402812.1","NC_007677.1_WP_011402812.1","grey",-0.148297667977505,0.5836105579508
"NC_007677.1_WP_162892279.1","NC_007677.1_WP_162892279.1","purple",0.336065772553409,0.203150102645489
"NC_007677.1_WP_112904067.1","NC_007677.1_WP_112904067.1","turquoise",-0.720530346710161,0.00164028819184696
"NC_007677.1_WP_193345383.1","NC_007677.1_WP_193345383.1","black",0.741931398422759,0.00100006161676206
"NC_007677.1_WP_011404646.1","NC_007677.1_WP_011404646.1","tan",0.651703841117453,0.00623247589116707
"NC_007677.1_WP_237701764.1","NC_007677.1_WP_237701764.1","brown",0.685773649881292,0.00336037701515232
"NC_007677.1_WP_043552545.1","NC_007677.1_WP_043552545.1","blue",0.638837333958357,0.00772492970304675
"NC_007677.1_WP_118828843.1","NC_007677.1_WP_118828843.1","turquoise",-0.454042296684015,0.0772875068682611
"NC_007677.1_WP_231847448.1","NC_007677.1_WP_231847448.1","brown",0.63851129189809,0.0077661278927301
"NC_007677.1_WP_231847096.1","NC_007677.1_WP_231847096.1","turquoise",-0.757748953417188,0.000672601676955791
"NC_007677.1_WP_043552520.1","NC_007677.1_WP_043552520.1","blue",0.356338924634013,0.175510262836302
"NC_007677.1_WP_011405008.1","NC_007677.1_WP_011405008.1","blue",0.755697088215016,0.000709267088699863
"NC_007677.1_WP_237701774.1","NC_007677.1_WP_237701774.1","pink",-0.3895116634359,0.135882052609226
"NC_007677.1_WP_013062772.1","NC_007677.1_WP_013062772.1","yellow",-0.169627433441462,0.529972282769657
"NC_007677.1_WP_011403185.1","NC_007677.1_WP_011403185.1","brown",0.435610891479769,0.0916892465484327
"NC_007677.1_WP_162892341.1","NC_007677.1_WP_162892341.1","black",0.0886379749898231,0.74409552891934
"NC_007677.1_WP_011404411.1","NC_007677.1_WP_011404411.1","turquoise",-0.647797198782086,0.00665892757571968
"NC_007677.1_WP_011405320.1","NC_007677.1_WP_011405320.1","yellow",-0.256067073706277,0.338429177755558
"NC_007677.1_WP_011405304.1","NC_007677.1_WP_011405304.1","yellow",-0.139221290663134,0.607092629321061
"NC_007677.1_WP_011404952.1","NC_007677.1_WP_011404952.1","red",0.189194474501375,0.482823722565681
"NC_007677.1_WP_013062316.1","NC_007677.1_WP_013062316.1","brown",0.919131869233246,4.88717056441801e-07
"NC_007677.1_WP_011403937.1","NC_007677.1_WP_011403937.1","turquoise",-0.75644227649189,0.000695765961679362
"NC_007677.1_WP_011404552.1","NC_007677.1_WP_011404552.1","magenta",-0.465852758349121,0.0689655371065833
"NC_007677.1_WP_164923453.1","NC_007677.1_WP_164923453.1","turquoise",-0.701756295445285,0.00244576561862876
"NC_007677.1_WP_237701996.1","NC_007677.1_WP_237701996.1","turquoise",-0.664957563731311,0.00494510640226836
"NC_007677.1_WP_011402975.1","NC_007677.1_WP_011402975.1","blue",0.342430092210191,0.194188051055882
"NC_007677.1_WP_237702012.1","NC_007677.1_WP_237702012.1","yellow",-0.255211360109329,0.340102092813238
"NC_007677.1_WP_011404700.1","NC_007677.1_WP_011404700.1","black",0.340861413231708,0.196372664780478
"NC_007677.1_SRU_RS10630","NC_007677.1_SRU_RS10630","blue",0.194859065478641,0.469564521682315
"NC_007677.1_WP_011403485.1","NC_007677.1_WP_011403485.1","turquoise",-0.660004884869812,0.00539851359960334
"NC_007677.1_WP_011403152.1","NC_007677.1_WP_011403152.1","magenta",-0.635627540359358,0.00813815527932648
"NC_007677.1_WP_011403686.1","NC_007677.1_WP_011403686.1","blue",0.668868612707681,0.00460904880701684
"NC_007677.1_WP_112904885.1","NC_007677.1_WP_112904885.1","yellow",-0.281958822179054,0.290052429785124
"NC_007677.1_WP_237701872.1","NC_007677.1_WP_237701872.1","turquoise",-0.503521765550046,0.0467678808325431
"NC_007677.1_WP_011404688.1","NC_007677.1_WP_011404688.1","pink",-0.430270173498756,0.0961974719343435
"NC_007677.1_WP_237701840.1","NC_007677.1_WP_237701840.1","yellow",0.0471503182801147,0.862338927976554
"NC_007677.1_WP_112904095.1","NC_007677.1_WP_112904095.1","pink",-0.141234341116931,0.601852289519009
"NC_007677.1_WP_011405355.1","NC_007677.1_WP_011405355.1","yellow",-0.148599427847958,0.58283636098405
"NC_007677.1_WP_112904079.1","NC_007677.1_WP_112904079.1","turquoise",-0.801002105626769,0.000192258739733004
"NC_007677.1_WP_011403788.1","NC_007677.1_WP_011403788.1","pink",-0.547143499877732,0.0282717014760269
"NC_007677.1_WP_237701811.1","NC_007677.1_WP_237701811.1","blue",0.192175535140331,0.475823501299742
"NC_007677.1_WP_043552007.1","NC_007677.1_WP_043552007.1","turquoise",-0.901638200134141,1.83533267677233e-06
"NC_007677.1_WP_011404299.1","NC_007677.1_WP_011404299.1","blue",-0.0347302083587386,0.898394851356353
"NC_007677.1_WP_011404899.1","NC_007677.1_WP_011404899.1","blue",0.394089670678056,0.13094265368305
"NC_007677.1_WP_011405212.1","NC_007677.1_WP_011405212.1","pink",-0.713965721254606,0.00189268402169961
"NC_007677.1_WP_011403442.1","NC_007677.1_WP_011403442.1","blue",0.468857324354671,0.0669570002656913
"NC_007677.1_WP_118826190.1","NC_007677.1_WP_118826190.1","black",0.23912221069784,0.372424775074774
"NC_007677.1_WP_112904381.1","NC_007677.1_WP_112904381.1","brown",0.895591686826831,2.74088120479808e-06
"NC_007677.1_WP_237701944.1","NC_007677.1_WP_237701944.1","brown",0.754738964117727,0.000726941536388256
"NC_007677.1_WP_011404144.1","NC_007677.1_WP_011404144.1","purple",0.157764316024113,0.559528840460073
"NC_007677.1_WP_011404813.1","NC_007677.1_WP_011404813.1","grey",-0.206898692133964,0.441989219299636
"NC_007677.1_WP_164923573.1","NC_007677.1_WP_164923573.1","blue",0.636701375207748,0.00799800700135059
"NC_007677.1_WP_011403216.1","NC_007677.1_WP_011403216.1","grey",-0.235319517917833,0.380302875555667
"NC_007677.1_WP_183956831.1","NC_007677.1_WP_183956831.1","black",0.750575087937005,0.000808007224417759
"NC_007677.1_WP_011403643.1","NC_007677.1_WP_011403643.1","green",0.0965854129855456,0.721963357726829
"NC_007677.1_WP_011403291.1","NC_007677.1_WP_011403291.1","green",0.00528843628812631,0.984491908305491
"NC_007677.1_WP_013061279.1","NC_007677.1_WP_013061279.1","purple",0.365914409201114,0.163367782818234
"NC_007677.1_WP_011404263.1","NC_007677.1_WP_011404263.1","brown",0.417043800183742,0.108035231021678
"NC_007677.1_WP_118840911.1","NC_007677.1_WP_118840911.1","greenyellow",-0.401863627572033,0.122840680923782
"NC_007677.1_WP_165443452.1","NC_007677.1_WP_165443452.1","turquoise",-0.844739288131086,3.8284882129653e-05
"NC_007677.1_WP_011403726.1","NC_007677.1_WP_011403726.1","pink",-0.266657852308593,0.318114779990072
"NC_007677.1_WP_011404640.1","NC_007677.1_WP_011404640.1","yellow",-0.627021105919377,0.00933307267721961
"NC_007677.1_WP_162862933.1","NC_007677.1_WP_162862933.1","magenta",-0.320142256786516,0.226728369666612
"NC_007677.1_WP_231847227.1","NC_007677.1_WP_231847227.1","blue",0.566659438515736,0.022096768312929
"NC_007677.1_WP_011405544.1","NC_007677.1_WP_011405544.1","blue",0.659304870675044,0.00546519234037308
"NC_007677.1_WP_237701674.1","NC_007677.1_WP_237701674.1","turquoise",-0.409956255229541,0.114782811680623
"NC_007677.1_WP_011404612.1","NC_007677.1_WP_011404612.1","blue",0.365395726314954,0.164010701880881
"NC_007677.1_WP_011403218.1","NC_007677.1_WP_011403218.1","greenyellow",0.197716706380493,0.462944197760113
"NC_007677.1_WP_164923626.1","NC_007677.1_WP_164923626.1","blue",0.220709735027392,0.411402327034633
"NC_007677.1_WP_011404922.1","NC_007677.1_WP_011404922.1","blue",0.652033786153252,0.00619748071844188
"NC_007677.1_WP_011404917.1","NC_007677.1_WP_011404917.1","turquoise",-0.744969812014413,0.00092870454525878
"NC_007677.1_WP_011403962.1","NC_007677.1_WP_011403962.1","yellow",-0.266274771568714,0.318836930830018
"NC_007677.1_WP_011405229.1","NC_007677.1_WP_011405229.1","grey",-0.1608638161357,0.551738529986352
"NC_007677.1_WP_011404795.1","NC_007677.1_WP_011404795.1","yellow",-0.26144705871969,0.328019208037796
"NC_007677.1_WP_011403708.1","NC_007677.1_WP_011403708.1","turquoise",-0.900402451351852,1.99619580821902e-06
"NC_007677.1_WP_011404796.1","NC_007677.1_WP_011404796.1","turquoise",-0.422173825087972,0.103328496403769
"NC_007677.1_WP_011403431.1","NC_007677.1_WP_011403431.1","blue",0.606159323597059,0.0128081747623405
"NC_007677.1_WP_011403045.1","NC_007677.1_WP_011403045.1","blue",0.605085348528678,0.0130112166947322
"NC_007677.1_WP_011403730.1","NC_007677.1_WP_011403730.1","blue",0.472400138319944,0.0646439202280657
"NC_007677.1_WP_013062482.1","NC_007677.1_WP_013062482.1","black",0.118702515138919,0.661496299254475
"NC_007677.1_WP_011405536.1","NC_007677.1_WP_011405536.1","yellow",0.22360390679358,0.405137736931766
"NC_007677.1_WP_011403905.1","NC_007677.1_WP_011403905.1","pink",-0.558767715032069,0.0244538325227167
"NC_007677.1_WP_011403785.1","NC_007677.1_WP_011403785.1","tan",0.566405542824269,0.0221697622059145
"NC_007677.1_WP_011405447.1","NC_007677.1_WP_011405447.1","turquoise",-0.461681338433054,0.0718264224188719
"NC_007677.1_WP_011403904.1","NC_007677.1_WP_011403904.1","turquoise",-0.720642980111929,0.00163621002739244
"NC_007677.1_WP_011405026.1","NC_007677.1_WP_011405026.1","turquoise",-0.683489204157655,0.00351103521432285
"NC_007677.1_WP_011403984.1","NC_007677.1_WP_011403984.1","green",-0.125552033411162,0.64314154068284
"NC_007677.1_WP_237701800.1","NC_007677.1_WP_237701800.1","yellow",-0.000183481608604708,0.999461918717245
"NC_007677.1_WP_164923435.1","NC_007677.1_WP_164923435.1","brown",0.901044229897624,1.91122752353519e-06
"NC_007677.1_WP_237701683.1","NC_007677.1_WP_237701683.1","brown",0.704401394212904,0.00231605396151071
"NC_007677.1_WP_162899650.1","NC_007677.1_WP_162899650.1","turquoise",-0.493411273279477,0.0521107879907151
"NC_007677.1_WP_013062050.1","NC_007677.1_WP_013062050.1","grey",-0.325125741166297,0.219171047944172
"NC_007677.1_WP_237701917.1","NC_007677.1_WP_237701917.1","green",0.229468858147294,0.392599452250797
"NC_007677.1_WP_011404707.1","NC_007677.1_WP_011404707.1","turquoise",-0.378527123408548,0.148250493751038
"NC_007677.1_WP_011405248.1","NC_007677.1_WP_011405248.1","black",0.326120823542901,0.217681513319595
"NC_007677.1_WP_237701736.1","NC_007677.1_WP_237701736.1","turquoise",-0.664080931951073,0.00502305588333106
